index,cidade_india,data,tipo_cartao,tipo_despesa,genero_titular,valor
486,Greater Mumbai,2014-01-05,Signature,alimentacao,F,12982
487,Delhi,2014-04-02,Platinum,alimentacao,F,213140
488,Greater Mumbai,2013-10-22,Platinum,alimentacao,F,95741
489,Bengaluru,2013-12-07,Platinum,alimentacao,F,129144
490,Ahmedabad,2014-03-04,Gold,alimentacao,F,115551
491,Bengaluru,2014-04-26,Gold,alimentacao,F,57961
492,Ahmedabad,2015-01-04,Silver,alimentacao,F,209527
493,Ahmedabad,2014-07-08,Gold,alimentacao,F,15892
494,Bengaluru,2013-12-01,Signature,alimentacao,F,155659
495,Greater Mumbai,2014-06-17,Silver,alimentacao,F,246215
496,Greater Mumbai,2014-10-15,Signature,alimentacao,F,149465
497,Ahmedabad,2014-08-22,Gold,alimentacao,F,259694
498,Delhi,2014-02-23,Silver,alimentacao,F,70009
499,Greater Mumbai,2015-01-05,Gold,alimentacao,F,233391
500,Ahmedabad,2014-08-04,Silver,alimentacao,F,35002
501,Ahmedabad,2015-04-18,Silver,alimentacao,F,156519
502,Bengaluru,2014-04-22,Gold,alimentacao,F,286786
503,Bengaluru,2014-09-18,Signature,alimentacao,F,173244
504,Bengaluru,2014-12-31,Platinum,alimentacao,F,195804
505,Ahmedabad,2015-02-09,Platinum,alimentacao,F,162827
506,Bengaluru,2015-01-26,Signature,alimentacao,F,20036
507,Bengaluru,2014-07-17,Signature,alimentacao,F,266125
508,Greater Mumbai,2014-03-10,Signature,alimentacao,F,156531
509,Ahmedabad,2014-10-20,Signature,alimentacao,F,288673
510,Ahmedabad,2014-10-13,Signature,alimentacao,F,67474
511,Delhi,2014-09-28,Platinum,alimentacao,F,220674
512,Greater Mumbai,2014-04-24,Gold,alimentacao,F,282988
513,Bengaluru,2014-08-24,Signature,alimentacao,F,206308
514,Bengaluru,2014-11-27,Platinum,alimentacao,F,243074
515,Ahmedabad,2015-04-04,Signature,alimentacao,F,247181
516,Greater Mumbai,2014-08-08,Signature,alimentacao,F,111842
517,Delhi,2015-03-23,Gold,alimentacao,F,277079
518,Delhi,2015-01-28,Silver,alimentacao,F,218638
519,Ahmedabad,2014-11-14,Gold,alimentacao,F,152216
520,Delhi,2015-04-14,Signature,alimentacao,F,42620
521,Ahmedabad,2014-01-12,Gold,alimentacao,F,101639
522,Greater Mumbai,2014-03-02,Silver,alimentacao,F,102966
523,Bengaluru,2015-03-10,Platinum,alimentacao,F,127650
524,Greater Mumbai,2014-06-24,Platinum,alimentacao,F,277737
525,Bengaluru,2015-03-19,Signature,alimentacao,F,251805
526,Ahmedabad,2014-02-19,Signature,alimentacao,F,288284
527,Bengaluru,2013-10-22,Gold,alimentacao,F,125290
528,Bengaluru,2014-08-20,Silver,alimentacao,F,166602
529,Ahmedabad,2014-04-14,Silver,alimentacao,F,219097
530,Bengaluru,2015-03-26,Gold,alimentacao,F,34082
531,Bengaluru,2014-05-08,Silver,alimentacao,F,20573
532,Bengaluru,2013-10-28,Platinum,alimentacao,F,245056
533,Ahmedabad,2013-12-20,Signature,alimentacao,F,131847
534,Delhi,2015-01-16,Platinum,alimentacao,F,276873
535,Bengaluru,2014-05-06,Silver,alimentacao,F,138342
536,Ahmedabad,2015-01-09,Signature,alimentacao,F,137292
537,Ahmedabad,2014-03-04,Signature,alimentacao,F,147750
538,Bengaluru,2013-10-18,Signature,alimentacao,F,2397
539,Bengaluru,2014-07-16,Gold,alimentacao,F,31051
540,Delhi,2014-10-01,Signature,alimentacao,F,55137
541,Greater Mumbai,2013-11-08,Gold,alimentacao,F,136040
542,Ahmedabad,2014-12-08,Platinum,alimentacao,F,181721
543,Delhi,2014-03-12,Signature,alimentacao,F,81753
544,Ahmedabad,2014-11-28,Platinum,alimentacao,F,266386
545,Ahmedabad,2015-05-03,Silver,alimentacao,F,259008
546,Greater Mumbai,2015-03-10,Silver,alimentacao,F,250995
547,Delhi,2014-10-06,Signature,alimentacao,F,232155
548,Greater Mumbai,2014-02-13,Silver,alimentacao,F,48012
549,Delhi,2015-01-01,Signature,alimentacao,F,296543
550,Greater Mumbai,2014-12-25,Signature,alimentacao,F,246893
551,Ahmedabad,2015-03-19,Platinum,alimentacao,F,95807
552,Ahmedabad,2014-08-22,Platinum,alimentacao,F,165278
553,Ahmedabad,2014-08-15,Silver,alimentacao,F,191618
554,Greater Mumbai,2015-04-26,Silver,alimentacao,F,159718
555,Ahmedabad,2014-11-28,Gold,alimentacao,F,213552
556,Greater Mumbai,2015-05-03,Gold,alimentacao,F,249061
557,Delhi,2014-02-24,Silver,alimentacao,F,279377
558,Delhi,2014-12-19,Silver,alimentacao,F,233694
559,Bengaluru,2014-06-21,Silver,alimentacao,F,102362
560,Bengaluru,2014-09-10,Silver,alimentacao,F,108296
561,Bengaluru,2015-04-13,Gold,alimentacao,F,258275
562,Bengaluru,2014-10-21,Silver,alimentacao,F,194260
563,Bengaluru,2015-04-12,Gold,alimentacao,F,167903
564,Ahmedabad,2015-01-29,Silver,alimentacao,F,128266
565,Bengaluru,2015-01-19,Signature,alimentacao,F,268543
566,Ahmedabad,2014-03-17,Signature,alimentacao,F,30653
567,Greater Mumbai,2015-01-01,Signature,alimentacao,F,189981
568,Delhi,2015-04-28,Gold,alimentacao,F,230325
569,Greater Mumbai,2015-03-13,Signature,alimentacao,F,176871
570,Greater Mumbai,2014-12-09,Platinum,alimentacao,F,171241
571,Greater Mumbai,2014-03-07,Silver,alimentacao,F,91846
572,Delhi,2013-11-13,Silver,alimentacao,F,162813
573,Delhi,2014-11-04,Silver,alimentacao,F,28569
574,Bengaluru,2014-11-16,Silver,alimentacao,F,231827
575,Delhi,2015-03-04,Silver,alimentacao,F,281283
576,Bengaluru,2013-10-15,Silver,alimentacao,F,291358
577,Delhi,2014-07-27,Signature,alimentacao,F,288888
578,Delhi,2014-11-22,Gold,alimentacao,F,283575
579,Greater Mumbai,2014-07-24,Silver,alimentacao,F,132827
580,Delhi,2014-08-31,Silver,alimentacao,F,200721
581,Ahmedabad,2014-01-12,Signature,alimentacao,F,190220
582,Ahmedabad,2015-02-05,Signature,alimentacao,F,265508
583,Greater Mumbai,2013-12-10,Platinum,alimentacao,F,298838
584,Greater Mumbai,2014-01-12,Silver,alimentacao,F,203106
585,Ahmedabad,2014-10-19,Platinum,alimentacao,F,196647
586,Delhi,2015-01-05,Gold,alimentacao,F,136602
587,Greater Mumbai,2014-02-24,Gold,alimentacao,F,236980
588,Greater Mumbai,2014-03-23,Signature,alimentacao,F,59121
589,Bengaluru,2014-01-07,Silver,alimentacao,F,193944
590,Greater Mumbai,2014-08-13,Platinum,alimentacao,F,109857
591,Bengaluru,2013-10-30,Signature,alimentacao,F,57768
592,Ahmedabad,2014-08-02,Gold,alimentacao,F,207196
593,Ahmedabad,2014-08-26,Platinum,alimentacao,F,8056
594,Ahmedabad,2015-01-05,Platinum,alimentacao,F,178478
595,Bengaluru,2014-08-02,Platinum,alimentacao,F,246046
596,Ahmedabad,2014-04-29,Platinum,alimentacao,F,192382
597,Greater Mumbai,2014-10-25,Gold,alimentacao,F,19158
598,Greater Mumbai,2014-12-15,Platinum,alimentacao,F,9552
599,Delhi,2015-03-15,Platinum,alimentacao,F,276862
600,Bengaluru,2014-11-09,Silver,alimentacao,F,147958
601,Greater Mumbai,2014-09-20,Gold,alimentacao,F,151436
602,Ahmedabad,2014-11-26,Signature,alimentacao,F,271595
603,Bengaluru,2014-12-27,Platinum,alimentacao,F,8115
604,Greater Mumbai,2014-07-27,Silver,alimentacao,F,73172
605,Delhi,2014-09-03,Signature,alimentacao,F,196816
606,Ahmedabad,2014-02-16,Signature,alimentacao,F,162829
607,Bengaluru,2013-10-17,Signature,alimentacao,F,252669
608,Ahmedabad,2014-02-07,Gold,alimentacao,F,54746
609,Bengaluru,2013-11-11,Platinum,alimentacao,F,108079
610,Ahmedabad,2015-03-11,Platinum,alimentacao,F,240804
611,Ahmedabad,2015-03-07,Silver,alimentacao,F,11289
612,Bengaluru,2014-11-22,Silver,alimentacao,F,127020
613,Greater Mumbai,2014-04-04,Signature,alimentacao,F,114777
614,Delhi,2015-01-17,Platinum,alimentacao,F,88003
615,Delhi,2014-12-23,Silver,alimentacao,F,153154
616,Bengaluru,2014-10-16,Gold,alimentacao,F,114863
617,Bengaluru,2014-07-18,Gold,alimentacao,F,126912
618,Bengaluru,2013-12-04,Platinum,alimentacao,F,12621
619,Bengaluru,2014-09-01,Silver,alimentacao,F,248699
620,Ahmedabad,2015-04-12,Gold,alimentacao,F,232388
621,Delhi,2013-11-09,Silver,alimentacao,F,168039
622,Delhi,2013-10-04,Silver,alimentacao,F,122944
623,Bengaluru,2014-05-19,Platinum,alimentacao,F,171746
624,Greater Mumbai,2014-08-11,Platinum,alimentacao,F,168495
625,Ahmedabad,2014-09-20,Signature,alimentacao,F,252614
626,Greater Mumbai,2015-04-28,Platinum,alimentacao,F,233161
627,Greater Mumbai,2013-11-17,Gold,alimentacao,F,85459
628,Ahmedabad,2014-03-11,Signature,alimentacao,F,156075
629,Greater Mumbai,2014-07-16,Signature,alimentacao,F,161329
630,Greater Mumbai,2014-01-14,Gold,alimentacao,F,183105
631,Delhi,2014-11-01,Signature,alimentacao,F,252691
632,Delhi,2015-04-04,Gold,alimentacao,F,221345
633,Ahmedabad,2014-06-04,Platinum,alimentacao,F,131014
634,Ahmedabad,2013-12-28,Gold,alimentacao,F,21571
635,Greater Mumbai,2013-10-16,Silver,alimentacao,F,152307
636,Greater Mumbai,2015-03-11,Platinum,alimentacao,F,193060
637,Bengaluru,2015-01-08,Silver,alimentacao,F,133084
638,Ahmedabad,2014-05-08,Gold,alimentacao,F,194361
639,Ahmedabad,2014-09-05,Silver,alimentacao,F,286369
640,Greater Mumbai,2013-12-05,Silver,alimentacao,F,294814
641,Bengaluru,2014-10-01,Gold,alimentacao,F,276647
642,Greater Mumbai,2013-12-20,Signature,alimentacao,F,269712
643,Bengaluru,2013-12-30,Silver,alimentacao,F,167306
644,Greater Mumbai,2014-11-19,Silver,alimentacao,F,102247
645,Bengaluru,2014-10-15,Platinum,alimentacao,F,169677
646,Greater Mumbai,2014-07-09,Signature,alimentacao,F,253586
647,Delhi,2014-04-27,Gold,alimentacao,F,285567
648,Ahmedabad,2013-10-13,Signature,alimentacao,F,155529
649,Delhi,2014-11-17,Platinum,alimentacao,F,214039
650,Greater Mumbai,2015-01-04,Signature,alimentacao,F,25392
651,Ahmedabad,2015-03-09,Platinum,alimentacao,F,157972
652,Greater Mumbai,2014-06-15,Silver,alimentacao,F,200754
653,Delhi,2014-02-22,Silver,alimentacao,F,24981
654,Delhi,2014-06-10,Silver,alimentacao,F,223418
655,Bengaluru,2014-08-06,Signature,alimentacao,F,23309
656,Bengaluru,2014-03-04,Signature,alimentacao,F,85771
657,Delhi,2015-01-30,Silver,alimentacao,F,189297
658,Greater Mumbai,2014-03-15,Gold,alimentacao,F,125003
659,Ahmedabad,2015-02-20,Silver,alimentacao,F,226929
660,Greater Mumbai,2015-02-13,Silver,alimentacao,F,176275
661,Bengaluru,2015-02-06,Platinum,alimentacao,F,253338
662,Ahmedabad,2014-07-13,Signature,alimentacao,F,213508
663,Delhi,2014-01-04,Platinum,alimentacao,F,147766
664,Bengaluru,2014-07-25,Signature,alimentacao,F,275085
665,Ahmedabad,2014-11-10,Platinum,alimentacao,F,40010
666,Ahmedabad,2014-11-22,Signature,alimentacao,F,66775
667,Ahmedabad,2014-11-25,Platinum,alimentacao,F,292554
668,Delhi,2014-11-01,Platinum,alimentacao,F,263104
669,Delhi,2014-11-29,Platinum,alimentacao,F,154806
670,Bengaluru,2015-01-29,Gold,alimentacao,F,129650
671,Ahmedabad,2015-01-16,Signature,alimentacao,F,249446
672,Bengaluru,2014-08-09,Signature,alimentacao,F,135794
673,Ahmedabad,2014-08-31,Platinum,alimentacao,F,16468
674,Greater Mumbai,2014-01-17,Gold,alimentacao,F,185621
675,Delhi,2014-09-17,Platinum,alimentacao,F,279320
676,Greater Mumbai,2013-12-29,Platinum,alimentacao,F,271787
677,Ahmedabad,2013-10-29,Silver,alimentacao,F,64241
678,Bengaluru,2014-03-31,Platinum,alimentacao,F,297737
679,Bengaluru,2014-06-29,Gold,alimentacao,F,192039
680,Delhi,2015-04-12,Gold,alimentacao,F,39866
681,Bengaluru,2014-08-22,Gold,alimentacao,F,112782
682,Delhi,2013-10-17,Gold,alimentacao,F,113433
683,Greater Mumbai,2015-05-16,Gold,alimentacao,F,95081
684,Bengaluru,2013-11-13,Signature,alimentacao,F,148769
685,Ahmedabad,2013-12-30,Gold,alimentacao,F,161873
686,Bengaluru,2015-02-23,Gold,alimentacao,F,225071
687,Delhi,2015-03-09,Gold,alimentacao,F,260239
688,Greater Mumbai,2015-03-30,Gold,alimentacao,F,161682
689,Greater Mumbai,2014-11-07,Signature,alimentacao,F,59926
690,Bengaluru,2014-05-02,Platinum,alimentacao,F,22964
691,Greater Mumbai,2013-10-14,Platinum,alimentacao,F,48570
692,Bengaluru,2014-10-17,Silver,alimentacao,F,52970
693,Bengaluru,2015-02-20,Platinum,alimentacao,F,13160
694,Ahmedabad,2014-05-06,Gold,alimentacao,F,295163
695,Bengaluru,2015-04-27,Silver,alimentacao,F,158649
696,Delhi,2013-10-22,Platinum,alimentacao,F,120780
697,Bengaluru,2015-03-06,Signature,alimentacao,F,72366
698,Greater Mumbai,2015-01-24,Silver,alimentacao,F,281805
699,Bengaluru,2014-06-01,Platinum,alimentacao,F,197325
700,Bengaluru,2014-12-31,Platinum,alimentacao,F,167243
701,Delhi,2014-09-30,Signature,alimentacao,F,34451
702,Ahmedabad,2014-09-20,Gold,alimentacao,F,30120
703,Delhi,2013-11-19,Silver,alimentacao,F,189018
704,Bengaluru,2014-11-02,Silver,alimentacao,F,237971
705,Bengaluru,2015-04-19,Gold,alimentacao,F,71741
706,Ahmedabad,2013-12-30,Signature,alimentacao,F,231370
707,Greater Mumbai,2015-05-01,Gold,alimentacao,F,166896
708,Delhi,2014-07-09,Signature,alimentacao,F,116086
709,Delhi,2014-03-25,Signature,alimentacao,F,35506
710,Ahmedabad,2014-02-06,Signature,alimentacao,F,247122
711,Bengaluru,2014-10-19,Platinum,alimentacao,F,230876
712,Bengaluru,2015-04-04,Signature,alimentacao,F,20358
713,Delhi,2015-05-24,Platinum,alimentacao,F,162487
714,Bengaluru,2014-04-15,Signature,alimentacao,F,245076
715,Greater Mumbai,2014-08-13,Silver,alimentacao,F,217488
716,Ahmedabad,2014-08-09,Gold,alimentacao,F,23818
717,Bengaluru,2015-03-07,Platinum,alimentacao,F,298295
718,Delhi,2014-03-26,Signature,alimentacao,F,264509
719,Delhi,2015-05-22,Platinum,alimentacao,F,127526
720,Greater Mumbai,2013-12-26,Platinum,alimentacao,F,158856
721,Ahmedabad,2014-09-01,Silver,alimentacao,F,233893
722,Delhi,2014-03-14,Gold,alimentacao,F,61388
723,Delhi,2014-01-30,Signature,alimentacao,F,149081
724,Ahmedabad,2015-04-05,Gold,alimentacao,F,103225
725,Ahmedabad,2015-01-10,Gold,alimentacao,F,254211
726,Delhi,2014-08-20,Silver,alimentacao,F,64034
727,Bengaluru,2014-06-04,Signature,alimentacao,F,27479
728,Greater Mumbai,2014-03-15,Platinum,alimentacao,F,175112
729,Greater Mumbai,2014-01-13,Platinum,alimentacao,F,9001
730,Bengaluru,2014-03-03,Platinum,alimentacao,F,115150
731,Bengaluru,2014-03-28,Gold,alimentacao,F,15615
732,Greater Mumbai,2014-01-16,Gold,alimentacao,F,56905
733,Ahmedabad,2014-11-07,Signature,alimentacao,F,83916
734,Delhi,2015-05-06,Signature,alimentacao,F,123754
735,Greater Mumbai,2014-11-16,Platinum,alimentacao,F,81289
736,Delhi,2015-04-09,Gold,alimentacao,F,70494
737,Ahmedabad,2014-08-23,Gold,alimentacao,F,268849
738,Delhi,2014-08-23,Gold,alimentacao,F,154645
739,Ahmedabad,2014-04-04,Gold,alimentacao,F,187546
740,Ahmedabad,2015-01-01,Silver,alimentacao,F,209232
741,Bengaluru,2014-03-12,Platinum,alimentacao,F,9999
742,Delhi,2015-02-19,Platinum,alimentacao,F,106503
743,Ahmedabad,2015-02-05,Platinum,alimentacao,F,183105
744,Bengaluru,2013-12-28,Platinum,alimentacao,F,14531
745,Ahmedabad,2015-01-01,Signature,alimentacao,F,75187
746,Delhi,2015-05-10,Platinum,alimentacao,F,241709
747,Bengaluru,2013-10-06,Gold,alimentacao,F,41266
748,Ahmedabad,2015-01-13,Signature,alimentacao,F,151734
749,Delhi,2014-07-23,Silver,alimentacao,F,49249
750,Ahmedabad,2015-05-13,Silver,alimentacao,F,7448
751,Bengaluru,2014-03-19,Silver,alimentacao,F,38146
752,Greater Mumbai,2014-09-16,Silver,alimentacao,F,130542
753,Delhi,2014-09-02,Silver,alimentacao,F,267807
754,Bengaluru,2014-08-01,Silver,alimentacao,F,205047
755,Ahmedabad,2014-02-23,Silver,alimentacao,F,173596
756,Greater Mumbai,2015-02-01,Silver,alimentacao,F,222368
757,Bengaluru,2015-04-29,Silver,alimentacao,F,283399
758,Bengaluru,2015-01-10,Silver,contas,F,291839
759,Delhi,2015-04-06,Silver,alimentacao,F,222487
760,Ahmedabad,2013-12-11,Silver,entretenimento,F,236449
761,Greater Mumbai,2013-10-15,Silver,alimentacao,F,152705
762,Ahmedabad,2014-02-26,Silver,mercado,F,36575
763,Bengaluru,2014-05-06,Silver,combustivel,F,194493
764,Delhi,2014-11-03,Silver,alimentacao,F,58116
765,Delhi,2015-04-12,Silver,entretenimento,F,179481
766,Greater Mumbai,2015-02-22,Silver,alimentacao,F,205735
767,Greater Mumbai,2014-12-27,Silver,combustivel,F,249400
768,Delhi,2014-05-25,Silver,mercado,F,213000
769,Ahmedabad,2013-10-28,Silver,alimentacao,F,174245
770,Delhi,2014-09-01,Silver,alimentacao,F,191860
771,Delhi,2014-03-17,Silver,alimentacao,F,156171
772,Greater Mumbai,2013-12-08,Silver,mercado,F,183633
773,Bengaluru,2014-05-03,Silver,alimentacao,F,282970
774,Greater Mumbai,2013-11-29,Silver,alimentacao,F,67213
775,Greater Mumbai,2013-12-27,Silver,entretenimento,F,299122
776,Bengaluru,2014-10-22,Silver,entretenimento,F,132237
777,Ahmedabad,2015-04-26,Silver,entretenimento,F,64149
778,Bengaluru,2015-05-24,Silver,contas,F,106831
779,Bengaluru,2015-01-09,Silver,contas,F,147225
780,Bengaluru,2014-10-15,Silver,mercado,F,53822
781,Ahmedabad,2013-10-10,Silver,alimentacao,F,74794
782,Ahmedabad,2013-12-12,Silver,alimentacao,F,29985
783,Greater Mumbai,2014-12-18,Silver,combustivel,F,239856
784,Greater Mumbai,2014-11-02,Silver,contas,F,168234
785,Greater Mumbai,2014-04-14,Silver,combustivel,F,10476
786,Greater Mumbai,2014-11-30,Silver,contas,F,210425
787,Ahmedabad,2013-11-02,Silver,mercado,F,171803
788,Delhi,2014-06-15,Silver,combustivel,F,31365
789,Ahmedabad,2014-12-04,Silver,entretenimento,F,231629
790,Greater Mumbai,2013-12-13,Silver,contas,F,79856
791,Ahmedabad,2014-10-24,Silver,alimentacao,F,129599
792,Delhi,2015-05-05,Silver,mercado,F,177579
793,Greater Mumbai,2014-05-01,Silver,mercado,F,230362
794,Ahmedabad,2015-03-11,Silver,mercado,F,285777
795,Bengaluru,2014-07-03,Silver,entretenimento,F,213640
796,Bengaluru,2014-12-07,Silver,contas,F,214511
797,Ahmedabad,2014-09-17,Silver,combustivel,F,36849
798,Delhi,2015-04-04,Silver,mercado,F,160601
799,Greater Mumbai,2014-10-16,Silver,combustivel,F,273374
800,Bengaluru,2014-07-21,Silver,alimentacao,F,49592
801,Ahmedabad,2014-10-16,Silver,entretenimento,F,287849
802,Ahmedabad,2014-04-10,Silver,mercado,F,290413
803,Ahmedabad,2015-03-11,Silver,mercado,F,253375
804,Bengaluru,2014-08-03,Silver,combustivel,F,251295
805,Bengaluru,2015-04-22,Silver,alimentacao,F,236861
806,Delhi,2014-11-29,Silver,contas,F,299032
807,Delhi,2015-05-18,Silver,contas,F,139246
808,Bengaluru,2013-11-05,Silver,contas,F,139130
809,Greater Mumbai,2013-10-04,Silver,entretenimento,F,116700
810,Ahmedabad,2014-07-04,Silver,combustivel,F,211228
811,Delhi,2014-10-09,Silver,contas,F,146817
812,Delhi,2014-07-19,Silver,mercado,F,274970
813,Bengaluru,2014-04-25,Silver,entretenimento,F,37144
814,Delhi,2014-07-17,Silver,mercado,F,46381
815,Bengaluru,2014-07-13,Silver,contas,F,251886
816,Bengaluru,2015-02-07,Silver,combustivel,F,2686
817,Bengaluru,2014-05-06,Silver,mercado,F,82474
818,Ahmedabad,2013-11-21,Silver,combustivel,F,159903
819,Delhi,2014-03-09,Silver,entretenimento,F,275547
820,Delhi,2014-07-08,Silver,entretenimento,F,52513
821,Greater Mumbai,2013-12-13,Silver,alimentacao,F,52484
822,Delhi,2014-05-10,Silver,alimentacao,F,5397
823,Greater Mumbai,2014-11-09,Silver,contas,F,88117
824,Bengaluru,2014-01-29,Silver,alimentacao,F,56078
825,Greater Mumbai,2013-11-21,Silver,contas,F,205643
826,Delhi,2014-06-25,Silver,combustivel,F,47074
827,Bengaluru,2014-07-15,Silver,mercado,F,34594
828,Greater Mumbai,2013-12-25,Silver,contas,F,31000
829,Delhi,2014-05-17,Silver,contas,F,138376
830,Bengaluru,2014-11-29,Silver,combustivel,F,254875
831,Ahmedabad,2013-10-04,Silver,entretenimento,F,240666
832,Delhi,2013-11-19,Silver,combustivel,F,32871
833,Ahmedabad,2014-03-06,Silver,combustivel,F,270101
834,Bengaluru,2015-03-12,Silver,entretenimento,F,95715
835,Greater Mumbai,2015-02-12,Silver,alimentacao,F,260724
836,Bengaluru,2014-11-21,Silver,contas,F,271600
837,Ahmedabad,2014-03-26,Silver,alimentacao,F,20006
838,Ahmedabad,2014-07-05,Silver,entretenimento,F,171670
839,Delhi,2015-01-04,Silver,combustivel,F,71727
840,Ahmedabad,2015-02-06,Silver,entretenimento,F,57494
841,Bengaluru,2014-12-24,Silver,alimentacao,F,168546
842,Greater Mumbai,2014-06-12,Silver,contas,F,30080
843,Ahmedabad,2014-01-14,Silver,combustivel,F,174697
844,Bengaluru,2013-12-18,Silver,alimentacao,F,180193
845,Bengaluru,2014-11-06,Silver,mercado,F,292047
846,Bengaluru,2015-05-23,Silver,alimentacao,F,233112
847,Ahmedabad,2015-02-22,Silver,mercado,F,226198
848,Ahmedabad,2014-04-11,Silver,contas,F,73112
849,Bengaluru,2014-06-23,Silver,entretenimento,F,35232
850,Delhi,2014-06-30,Silver,entretenimento,F,55074
851,Bengaluru,2014-12-31,Silver,alimentacao,F,186680
852,Bengaluru,2015-01-20,Silver,alimentacao,F,191642
853,Greater Mumbai,2013-10-30,Silver,alimentacao,F,238752
854,Ahmedabad,2013-10-11,Silver,contas,F,131578
855,Bengaluru,2014-12-17,Silver,mercado,F,227118
856,Greater Mumbai,2014-10-07,Silver,mercado,F,16479
857,Ahmedabad,2014-10-07,Silver,entretenimento,F,253764
858,Bengaluru,2014-10-17,Silver,entretenimento,F,274164
859,Delhi,2014-01-13,Silver,contas,F,67192
860,Greater Mumbai,2014-12-14,Silver,combustivel,F,294525
861,Delhi,2013-12-29,Silver,alimentacao,F,13681
862,Delhi,2014-11-01,Silver,contas,F,27075
863,Delhi,2013-10-30,Silver,entretenimento,F,252226
864,Greater Mumbai,2015-04-21,Silver,mercado,F,62418
865,Delhi,2015-03-11,Silver,alimentacao,F,256766
866,Greater Mumbai,2014-10-24,Silver,entretenimento,F,85271
867,Delhi,2013-10-09,Silver,combustivel,F,39439
868,Delhi,2014-03-22,Silver,alimentacao,F,284449
869,Bengaluru,2014-11-12,Silver,alimentacao,F,42900
870,Bengaluru,2014-09-18,Silver,combustivel,F,235352
871,Bengaluru,2013-11-06,Silver,contas,F,55248
872,Bengaluru,2014-02-20,Silver,mercado,F,168702
873,Greater Mumbai,2014-11-02,Silver,contas,F,189022
874,Ahmedabad,2014-01-22,Silver,contas,F,286226
875,Greater Mumbai,2013-12-30,Silver,mercado,F,292143
876,Greater Mumbai,2015-01-18,Silver,contas,F,136134
877,Ahmedabad,2014-06-24,Silver,alimentacao,F,105723
878,Bengaluru,2014-05-10,Silver,entretenimento,F,264985
879,Greater Mumbai,2014-09-11,Silver,contas,F,261257
880,Ahmedabad,2014-05-27,Silver,entretenimento,F,39126
881,Bengaluru,2015-03-19,Silver,contas,F,278199
882,Greater Mumbai,2014-09-02,Silver,mercado,F,96925
883,Greater Mumbai,2014-06-26,Silver,contas,F,242270
